"Date","Actual","Linear","RandomForest","ARIMA"
2021-07-23,515.409973,512.91650565883,520.2274728345,503.134404122955
2021-07-26,516.48999,516.125583625958,520.189738689733,503.134404078446
2021-07-27,518.909973,517.141109493452,519.275602549133,503.134404112856
2021-07-28,519.299988,520.774776839911,520.265646778733,503.134404086254
2021-07-29,514.25,521.192281774252,520.323984782266,503.134404106819
2021-07-30,517.570007,515.961265703352,518.983887939333,503.13440409092
2021-08-02,515.150024,518.879137023382,519.614165821766,503.134404103212
2021-08-03,510.820007,516.137552017418,518.652930384999,503.134404093709
2021-08-04,517.349976,511.840792145107,517.394354718766,503.134404101055
2021-08-05,524.890015,518.404072026887,520.839269743799,503.134404095376
2021-08-06,520.549988,525.152606158952,526.312604293,503.134404099767
2021-08-09,519.969971,521.082123967447,521.544614507466,503.134404096372
2021-08-10,515.840027,520.67829582113,520.719475764399,503.134404098997
2021-08-11,512.400024,515.887840199645,522.663287421233,503.134404096968
2021-08-12,510.720001,511.697900959893,517.421358644334,503.134404098536
2021-08-13,515.919983,510.326488331912,518.21429417,503.134404097324
2021-08-16,517.919983,515.165113706102,520.265223264434,503.134404098261
2021-08-17,518.909973,517.273849145233,520.7879378733,503.134404097536
2021-08-18,521.869995,518.552679492931,520.643924499133,503.134404098097
2021-08-19,543.710022,521.795279401106,524.573547784834,503.134404097664
2021-08-20,546.880005,542.369141700803,532.876186386566,503.134404097998
2021-08-23,553.330017,545.523101026844,540.7898171728,503.13440409774
2021-08-24,553.409973,551.848174342805,541.559291939666,503.13440409794
2021-08-25,547.580017,551.888917790582,541.852446129699,503.134404097785
2021-08-26,550.119995,544.795712087401,543.239358914266,503.134404097905
2021-08-27,558.919983,547.263267667338,542.865192489533,503.134404097812
2021-08-30,566.179993,555.478067992134,542.150859936766,503.134404097884
2021-08-31,569.190002,562.804546082896,541.878415619666,503.134404097828
2021-09-01,582.070007,566.662698577644,539.7832721093,503.134404097871
2021-09-02,588.549988,579.191930156705,548.228577828333,503.134404097838
2021-09-03,590.530029,585.156579300907,550.136413168266,503.134404097864
2021-09-07,606.710022,587.122875063346,545.228738589533,503.134404097844
2021-09-08,606.049988,602.929877000956,543.088173697333,503.134404097859
2021-09-09,597.539978,601.849534918374,541.758874169,503.134404097847
2021-09-10,598.719971,593.851377084205,541.938115729366,503.134404097856
2021-09-13,589.289978,595.308350287064,544.740424714266,503.134404097849
2021-09-14,577.76001,585.390217281148,546.856206016633,503.134404097855
2021-09-15,582.869995,574.907259729043,545.997548221033,503.134404097851
2021-09-16,586.5,580.872917596979,544.4624817824,503.134404097854
2021-09-17,589.349976,584.516548171754,543.988936106566,503.134404097851
2021-09-20,575.429993,588.178562360119,543.5013914018,503.134404097853
2021-09-21,573.140015,576.035453369571,545.0103808296,503.134404097852
2021-09-22,590.650024,573.673014438356,544.651149972599,503.134404097853
2021-09-23,593.26001,590.282006351565,544.1425118723,503.134404097852
2021-09-24,592.390015,592.771411488184,542.4083959886,503.134404097853
2021-09-27,592.640015,593.296553044058,541.517907849833,503.134404097852
2021-09-28,583.849976,593.80811158772,536.824576427066,503.134404097852
2021-09-29,599.059998,584.176418400676,539.931973671467,503.134404097852
2021-09-30,610.340027,598.591003042993,536.182308393399,503.134404097852
2021-10-01,613.150024,609.538802180544,541.378850213767,503.134404097852
2021-10-04,603.349976,612.246432229052,541.3377241511,503.134404097852
2021-10-05,634.809998,603.903097028453,543.876547900466,503.134404097852
2021-10-06,639.099976,632.770960361413,545.505334112333,503.134404097852
2021-10-07,631.849976,636.15146538666,543.972044992966,503.134404097852
2021-10-08,632.659973,629.269633455743,544.221223438533,503.134404097852
2021-10-11,627.039978,631.108512595783,544.932354786933,503.134404097852
2021-10-12,624.940002,623.450617046417,544.6706659722,503.134404097852
2021-10-13,629.76001,621.402649450631,544.932354786933,503.134404097852
2021-10-14,633.799988,626.897024204383,544.887542441333,503.134404097852
2021-10-15,628.289978,630.911376769588,544.897117437333,503.134404097852
2021-10-18,637.969971,626.550167723589,544.481873557733,503.134404097852
2021-10-19,639,636.32606137913,543.981981087566,503.134404097852
2021-10-20,625.140015,637.089601896478,544.474577017799,503.134404097852
2021-10-21,653.159973,623.993248061957,544.1884599329,503.134404097852
2021-10-22,664.780029,651.562602996044,543.988936106566,503.134404097852
2021-10-25,671.659973,662.341513438367,544.481873557733,503.134404097852
2021-10-26,668.52002,669.336917910517,543.988936106566,503.134404097852
2021-10-27,662.919983,667.913623687362,544.024535042966,503.134404097852
2021-10-28,674.049988,660.68718447377,543.988936106566,503.134404097852
2021-10-29,690.309998,670.851579353477,544.897117437333,503.134404097852
2021-11-01,681.169983,686.232841539429,544.6706659722,503.134404097852
2021-11-02,677.719971,678.101840546194,544.995062358533,503.134404097852
2021-11-03,688.289978,675.63766111169,545.8077378901,503.134404097852
2021-11-04,668.400024,684.960305852556,545.8437418146,503.134404097852
2021-11-05,645.719971,664.758234840759,545.750837511067,503.134404097852
2021-11-08,651.450012,644.103777595533,544.897117437333,503.134404097852
2021-11-09,655.98999,649.99665954487,544.410671355433,503.134404097852
2021-11-10,646.909973,653.497735758721,543.976621103566,503.134404097852
2021-11-11,657.580017,646.65974125362,544.1396534217,503.134404097852
2021-11-12,682.609985,659.034483671494,545.059406823166,503.134404097852
2021-11-15,679.330017,682.583980705214,545.444215554233,503.134404097852
2021-11-16,687.400024,679.414009173555,545.375995461399,503.134404097852
2021-11-17,691.690002,688.251493938868,543.5651531966,503.134404097852
2021-11-18,682.02002,691.606475285865,543.876547900466,503.134404097852
2021-11-19,678.799988,680.403105246202,543.876547900466,503.134404097852
2021-11-22,659.200012,677.495081246718,543.5651531966,503.134404097852
2021-11-23,654.059998,658.072511484511,544.370783962266,503.134404097852
2021-11-24,658.289978,652.764074883862,544.400707960933,503.134404097852
2021-11-26,665.640015,657.48362722478,544.400707960933,503.134404097852
2021-11-29,663.840027,664.474430600343,543.5651531966,503.134404097852
2021-11-30,641.900024,664.085839054972,544.487490644933,503.134404097852
2021-12-01,617.77002,643.274222951335,544.1938199169,503.134404097852
2021-12-02,616.469971,619.487042956014,544.648323463733,503.134404097852
2021-12-03,602.130005,617.210986831458,546.647794377099,503.134404097852
2021-12-06,612.690002,603.524114818165,546.601658666333,503.134404097852
2021-12-07,625.580017,615.186505155043,546.871894471833,503.134404097852
2021-12-08,628.080017,629.217630068501,545.582966673066,503.134404097852
2021-12-09,611,631.453918981953,543.210148075833,503.134404097852
2021-12-10,611.659973,616.107163576552,541.455561430366,503.134404097852
2021-12-13,604.559998,615.266912865681,541.326542478966,503.134404097852
2021-12-14,597.98999,606.840025292306,541.4684400938,503.134404097852
2021-12-15,605.039978,599.74931986217,541.717921660366,503.134404097852
2021-12-16,591.059998,607.0885382893,543.668537730133,503.134404097852
2021-12-17,586.72998,593.026812343567,545.640144938566,503.134404097852
2021-12-20,593.73999,588.827617168858,546.7866498264,503.134404097852
2021-12-21,604.919983,595.597126646175,546.8470459247,503.134404097852
2021-12-22,614.23999,605.29272330597,545.8077378901,503.134404097852
2021-12-23,614.090027,614.929373852786,544.6706659722,503.134404097852
2021-12-27,613.119995,614.670895030443,545.236850996266,503.134404097852
2021-12-28,610.710022,612.654873326045,542.192817501467,503.134404097852
2021-12-29,610.539978,609.150997983672,540.346241471333,503.134404097852
2021-12-30,612.090027,608.177410110291,538.652615117966,503.134404097852
2021-12-31,602.440002,609.56294777995,539.022615005,503.134404097852
2022-01-03,597.369995,600.476326086855,539.946577139833,503.134404097852
2022-01-04,591.150024,595.746785553405,541.363096457267,503.134404097852
2022-01-05,567.52002,589.510400890153,542.403160651333,503.134404097852
2022-01-06,553.289978,566.494892234257,544.191710624966,503.134404097852
2022-01-07,541.059998,553.415407348712,541.349121283233,503.134404097852
2022-01-10,539.849976,541.81602971591,541.5110264948,503.134404097852
2022-01-11,540.840027,540.829582772357,542.0820927074,503.134404097852
2022-01-12,537.219971,543.402752908557,543.3516074535,503.134404097852
2022-01-13,519.200012,540.650716207944,540.5728342563,503.134404097852
2022-01-14,525.690002,524.19362414652,525.0677221782,503.134404097852
2022-01-18,510.799988,530.027308472353,529.105572767234,503.134404097852
2022-01-19,515.859985,515.318558826147,523.644438758367,503.134404097852
2022-01-20,508.25,519.791012830194,523.653909123467,503.134404097852
2022-01-21,397.5,512.84485253647,523.1782409247,503.134404097852
2022-01-24,387.149994,405.759635880369,482.832143874433,503.134404097852
2022-01-25,366.420013,395.639913017299,483.4059481963,503.134404097852
2022-01-26,359.700012,373.930645466045,478.434397740299,503.134404097852
2022-01-27,386.700012,366.66322320916,476.451332942433,503.134404097852
2022-01-28,384.359985,399.959621554646,445.706160015667,503.134404097852
2022-01-31,427.140015,397.327403846179,443.414187154634,503.134404097852
2022-02-01,457.130005,438.620240134586,461.491037358334,503.134404097852
2022-02-02,429.480011,466.451570135201,466.876727680001,503.134404097852
2022-02-03,405.600006,436.776316339042,465.1566568036,503.134404097852
2022-02-04,410.170013,413.265893967433,447.054653201801,503.134404097852
